idi,name,birth_year,birth_month,birth_day,gender,registration_id,athletic_score,leadership_score,talent_score,gpa,class_assigned,selected_activity,grade_level,talent,olympiad_scores,subject_specialization,fitness_score,sports_category,subject,mentor_grade,mentor_class,judge
221,Mary Garcia,2006,6,14,Female,10221,5.7,0.8,6.5,7.1,12B,Sports,12,,,,51.1,chess,,,,
222,Mary Lopez,2007,6,26,Female,10222,3.7,4.3,0.4,9.5,11C,Talent,11,drama,,,,,,,,
223,Emma Davis,2012,4,15,Female,10223,9.3,9.1,0.1,7.6,6A,Talent,6,dance,,,,,,,,
224,Mary Taylor,2012,4,8,Female,10224,7.3,9.4,2.2,6.8,6B,Talent,6,drama,,,,,,,,
225,Richard Wilson,2008,3,6,Male,10225,7.7,1.2,6.0,6.6,10A,Talent,10,singing,,,,,,,,
226,George Wilson,2009,1,6,Male,10226,4.3,0.6,7.8,7.2,9C,Talent,9,singing,,,,,,,,
227,Michelle Martin,2007,6,28,Female,10227,8.1,0.9,7.1,9.2,11C,Scholar,11,,51-72-96,science,,,,,,
228,Samantha Hernandez,2007,9,24,Female,10228,8.0,8.2,2.9,9.0,11A,Talent,11,dance,,,,,,,,
229,Paul Johnson,2009,4,24,Male,10229,3.2,2.6,4.5,8.5,9B,Scholar,9,,68-88-75,science,,,,,,
230,Helen Thomas,2012,7,22,Female,10230,4.3,2.9,6.3,10.0,6C,Sports,6,,,,74.7,chess,,,,
231,Christine Johnson,2007,12,14,Female,10231,3.6,0.6,5.2,8.1,11B,Sports,11,,,,84.3,cricket,,,,
232,Kenneth Miller,2012,11,16,Male,10232,6.2,0.8,8.9,6.2,6A,Scholar,6,,66-94-64,science,,,,,,
233,William Moore,2011,11,25,Male,10233,0.1,1.7,1.4,7.1,7B,Sports,7,,,,66.4,cricket,,,,
234,John Lopez,2009,6,27,Male,10234,0.4,1.8,9.2,8.7,9A,Scholar,9,,72-97-58,science,,,,,,
235,Daniel Miller,2012,11,23,Male,10235,8.4,1.0,5.7,7.5,6A,Talent,6,dance,,,,,,,,
236,Charles Johnson,2007,6,15,Male,10236,4.6,2.3,0.2,8.3,11B,Sports,11,,,,97.5,cricket,,,,
237,Thomas Smith,2007,5,23,Male,10237,1.4,5.9,4.0,8.1,11C,Sports,11,,,,65.4,cricket,,,,
238,Richard Garcia,2006,12,16,Male,10238,5.4,7.7,6.7,6.4,12A,Sports,12,,,,61.3,chess,,,,
239,George Miller,2009,8,12,Male,10239,4.2,9.3,3.5,8.9,9B,Talent,9,dance,,,,,,,,
240,Elizabeth Wilson,2006,6,4,Female,10240,3.4,7.5,3.5,6.1,12C,Talent,12,singing,,,,,,,,
241,Thomas Anderson,2006,5,16,Male,10241,5.8,1.1,6.7,9.0,12C,Sports,12,,,,55.2,chess,,,,
242,Lisa Rodriguez,2007,3,1,Female,10242,0.9,8.8,2.9,8.3,11A,Sports,11,,,,68.9,chess,,,,
243,Karen Brown,2011,6,24,Female,10243,3.5,2.8,1.5,8.5,7A,Talent,7,drama,,,,,,,,
244,Steven Johnson,2012,3,27,Male,10244,4.1,4.9,4.4,6.7,6C,Talent,6,drama,,,,,,,,
245,Anthony Moore,2012,7,19,Male,10245,5.7,0.3,4.5,8.4,6B,Scholar,6,,95-100-99,mathematics,,,,,,
246,Samantha Lopez,2012,5,5,Female,10246,0.3,8.7,5.7,8.7,6C,Sports,6,,,,76.4,cricket,,,,
247,Sandra Garcia,2011,11,22,Female,10247,5.3,1.4,7.6,8.0,7B,Talent,7,drama,,,,,,,,
248,Richard Williams,2006,5,16,Male,10248,0.8,9.5,1.8,10.0,12B,Scholar,12,,53-89-75,science,,,,,,
249,Donald Davis,2010,1,21,Male,10249,8.1,6.9,1.0,8.7,8C,Sports,8,,,,55.9,cricket,,,,
250,Kenneth Williams,2011,8,14,Male,10250,2.9,8.8,4.1,9.0,7A,Sports,7,,,,62.4,chess,,,,
251,Daniel Jones,2011,1,11,Male,10251,1.2,7.3,8.4,7.5,7C,Talent,7,drama,,,,,,,,
252,Donald Taylor,2010,10,12,Male,10252,8.1,4.4,1.5,8.1,8A,Scholar,8,,70-60-72,mathematics,,,,,,
253,Thomas Rodriguez,2009,9,7,Male,10253,2.0,1.1,4.6,6.4,9B,Talent,9,dance,,,,,,,,
254,Daniel Anderson,2010,5,11,Male,10254,9.2,0.4,5.3,8.3,8A,Sports,8,,,,79.8,cricket,,,,
255,Richard Anderson,2010,7,24,Male,10255,8.1,7.7,5.8,8.7,8A,Talent,8,singing,,,,,,,,
256,Andrew Moore,2006,5,18,Male,10256,5.8,3.0,7.4,7.2,12C,Sports,12,,,,96.6,cricket,,,,
257,Karen Miller,2006,6,16,Female,10257,1.0,1.4,5.9,9.4,12A,Talent,12,drama,,,,,,,,
258,James Davis,2006,12,1,Male,10258,3.4,1.8,0.4,6.5,12A,Scholar,12,,86-87-62,science,,,,,,
259,Michelle Johnson,2007,2,10,Female,10259,7.1,2.5,7.8,6.9,11B,Talent,11,drama,,,,,,,,
260,Sarah Moore,2011,11,17,Female,10260,1.7,2.1,4.0,7.3,7C,Talent,7,drama,,,,,,,,
261,Thomas Brown,2007,7,17,Male,10261,8.6,1.0,7.5,7.0,11B,Talent,11,dance,,,,,,,,
262,Andrew Gonzalez,2010,7,11,Male,10262,2.7,8.8,3.4,8.5,8A,Talent,8,singing,,,,,,,,
263,David Williams,2006,10,1,Male,10263,1.8,8.8,9.5,6.2,12B,Sports,12,,,,88.7,chess,,,,
264,Joseph Miller,2011,12,11,Male,10264,1.3,5.9,1.3,8.9,7B,Sports,7,,,,73.6,chess,,,,
265,Sandra Johnson,2008,12,15,Female,10265,5.2,0.8,5.7,8.6,10B,Scholar,10,,77-75-72,science,,,,,,
266,Mark Rodriguez,2008,2,9,Male,10266,4.1,4.1,0.8,6.4,10A,Sports,10,,,,55.5,chess,,,,
267,Samantha Johnson,2010,9,15,Female,10267,2.0,5.1,5.3,9.5,8A,Talent,8,dance,,,,,,,,
268,Daniel Davis,2008,4,11,Male,10268,2.8,8.9,6.8,9.0,10C,Scholar,10,,92-89-52,mathematics,,,,,,
269,Helen Thomas,2007,9,7,Female,10269,4.9,0.9,2.1,8.6,11B,Talent,11,singing,,,,,,,,
270,Sarah Hernandez,2010,6,19,Female,10270,7.3,9.1,3.5,8.7,8A,Talent,8,drama,,,,,,,,
271,Anna Davis,2006,1,7,Female,10271,6.0,4.2,1.5,7.6,12B,Scholar,12,,67-80-97,science,,,,,,
272,Donald Lopez,2011,11,4,Male,10272,1.3,8.9,5.7,6.5,7A,Scholar,7,,99-72-85,mathematics,,,,,,
273,Jennifer Moore,2008,5,4,Female,10273,8.1,1.3,3.2,7.0,10C,Scholar,10,,82-78-73,science,,,,,,
274,Anthony Miller,2007,1,25,Male,10274,4.2,3.0,2.7,8.0,11B,Scholar,11,,96-94-66,science,,,,,,
275,Steven Jackson,2011,8,27,Male,10275,5.0,0.3,5.2,9.7,7B,Scholar,7,,97-53-53,mathematics,,,,,,
276,Joseph Rodriguez,2012,11,25,Male,10276,3.7,9.3,3.7,7.3,6C,Talent,6,drama,,,,,,,,
277,Maria Rodriguez,2009,6,5,Female,10277,0.7,4.3,5.7,7.8,9B,Talent,9,drama,,,,,,,,
278,Christine Johnson,2012,11,15,Female,10278,3.9,0.1,1.6,6.2,6A,Talent,6,singing,,,,,,,,
279,Christine Williams,2008,5,25,Female,10279,2.5,4.3,3.2,9.1,10A,Scholar,10,,94-95-79,mathematics,,,,,,
280,Christine Jones,2006,3,22,Female,10280,7.8,7.8,2.1,9.3,12A,Scholar,12,,97-83-82,mathematics,,,,,,
281,David Thomas,2007,7,24,Male,10281,9.4,1.3,7.1,7.6,11C,Sports,11,,,,88.9,chess,,,,
282,Robert Lopez,2012,8,8,Male,10282,5.6,0.8,5.3,7.8,6B,Talent,6,singing,,,,,,,,
283,Elizabeth Brown,2012,1,4,Female,10283,1.5,3.6,7.9,8.3,6C,Talent,6,drama,,,,,,,,
284,Elizabeth Miller,2006,4,28,Female,10284,0.5,1.8,6.4,9.4,12A,Sports,12,,,,65.5,cricket,,,,
285,Mark Jones,2009,8,2,Male,10285,8.1,2.9,2.0,9.2,9B,Sports,9,,,,80.3,chess,,,,
286,Joseph Rodriguez,2010,3,3,Male,10286,6.8,3.2,5.0,7.2,8C,Talent,8,drama,,,,,,,,
287,Anna Martin,2006,12,3,Female,10287,6.2,2.3,4.6,8.9,12C,Scholar,12,,93-54-95,mathematics,,,,,,
288,Andrew Miller,2007,12,3,Male,10288,0.2,7.1,0.9,6.8,11C,Sports,11,,,,54.3,chess,,,,
289,Charles Wilson,2008,6,24,Male,10289,4.1,7.7,7.2,8.3,10B,Talent,10,drama,,,,,,,,
290,Susan Lopez,2009,6,6,Female,10290,7.5,0.8,2.9,9.7,9B,Sports,9,,,,56.7,chess,,,,
291,Andrew Anderson,2011,2,25,Male,10291,7.0,1.4,2.4,6.5,7A,Sports,7,,,,81.8,cricket,,,,
292,Samantha Johnson,2008,4,12,Female,10292,3.2,5.1,9.1,8.7,10C,Talent,10,singing,,,,,,,,
293,Barbara Moore,2010,9,14,Female,10293,9.0,5.9,0.9,9.2,8A,Scholar,8,,95-70-51,mathematics,,,,,,
294,Richard Jackson,2006,11,6,Male,10294,0.5,3.3,3.6,8.3,12B,Sports,12,,,,56.1,cricket,,,,
295,Anna Davis,2009,1,5,Female,10295,4.4,0.6,6.8,8.0,9A,Scholar,9,,83-93-74,science,,,,,,
296,Mark Smith,2010,3,23,Male,10296,6.7,5.2,5.5,6.3,8B,Talent,8,dance,,,,,,,,
297,Charles Hernandez,2012,11,23,Male,10297,0.0,0.1,8.0,8.3,6C,Scholar,6,,74-52-69,science,,,,,,
298,James Lopez,2006,3,6,Male,10298,3.5,4.3,5.2,8.8,12C,Talent,12,dance,,,,,,,,
299,William Jackson,2010,7,20,Male,10299,3.4,1.1,8.0,9.9,8A,Talent,8,dance,,,,,,,,
300,Charles Rodriguez,2011,4,16,Male,10300,3.2,5.8,0.9,6.4,7B,Sports,7,,,,97.0,cricket,,,,
301,Richard Miller,2011,3,9,Male,10301,9.2,3.7,8.5,7.0,7C,Scholar,7,,58-95-76,science,,,,,,
302,Susan Miller,2006,11,19,Female,10302,2.9,9.1,7.0,9.1,12C,Talent,12,dance,,,,,,,,
303,Linda Brown,2011,10,23,Female,10303,1.0,8.7,8.8,7.7,7C,Scholar,7,,54-65-76,mathematics,,,,,,
304,Samantha Smith,2008,12,9,Female,10304,6.6,1.6,1.4,8.9,10C,Talent,10,dance,,,,,,,,
305,Andrew Miller,2008,6,26,Male,10305,8.1,0.6,1.4,8.9,10A,Sports,10,,,,85.1,chess,,,,
306,Steven Smith,2010,2,28,Male,10306,7.7,2.5,3.3,6.1,8B,Talent,8,dance,,,,,,,,
307,David Anderson,2007,4,12,Male,10307,2.4,5.1,5.3,6.3,11A,Talent,11,singing,,,,,,,,
308,Michelle Taylor,2012,1,18,Female,10308,8.2,8.2,5.0,6.9,6C,Sports,6,,,,84.9,cricket,,,,
309,Sandra Davis,2011,11,28,Female,10309,7.4,0.7,4.2,9.4,7B,Talent,7,drama,,,,,,,,
310,Mark Martin,2012,11,2,Male,10310,1.7,7.8,1.1,8.2,6B,Talent,6,singing,,,,,,,,
311,Linda Jackson,2011,12,26,Female,10311,3.5,7.4,9.3,6.5,7A,Scholar,7,,64-65-83,science,,,,,,
312,Steven Martinez,2007,2,26,Male,10312,9.4,3.9,8.3,9.5,11B,Talent,11,drama,,,,,,,,
313,Jessica Hernandez,2007,3,2,Female,10313,2.6,2.9,1.7,6.8,11A,Scholar,11,,55-95-91,science,,,,,,
314,Patricia Moore,2006,7,25,Female,10314,2.6,5.0,8.6,9.1,12B,Sports,12,,,,95.8,cricket,,,,
315,Richard Lopez,2009,1,17,Male,10315,8.5,5.9,7.9,6.6,9C,Talent,9,singing,,,,,,,,
316,Steven Jones,2010,12,19,Male,10316,8.0,9.2,8.9,6.7,8B,Scholar,8,,64-58-82,mathematics,,,,,,
317,Susan Smith,2007,10,13,Female,10317,2.4,0.1,1.3,6.9,11A,Talent,11,dance,,,,,,,,
318,Robert Jones,2008,9,7,Male,10318,2.6,2.0,3.9,6.7,10A,Talent,10,drama,,,,,,,,
319,Samantha Jones,2006,6,19,Female,10319,0.7,6.5,1.8,8.0,12A,Sports,12,,,,84.9,cricket,,,,
320,Susan Gonzalez,2006,2,3,Female,10320,3.0,9.4,8.8,9.0,12C,Scholar,12,,77-57-52,mathematics,,,,,,
321,Christine Martin,2011,2,20,Female,10321,5.3,8.2,8.3,9.4,7B,Scholar,7,,97-64-74,science,,,,,,
322,Maria Garcia,2009,9,12,Female,10322,7.5,1.5,5.0,9.1,9A,Sports,9,,,,82.6,chess,,,,
323,Robert Rodriguez,2007,6,25,Male,10323,2.3,0.3,5.3,7.6,11B,Sports,11,,,,61.5,chess,,,,
324,Matthew Johnson,2012,9,1,Male,10324,4.4,9.1,9.3,8.9,6A,Talent,6,dance,,,,,,,,
325,David Jackson,2012,9,12,Male,10325,4.8,5.9,3.4,7.4,6B,Scholar,6,,84-53-56,mathematics,,,,,,
326,Emma Lopez,2012,5,8,Female,10326,2.5,7.0,7.6,7.7,6A,Scholar,6,,82-88-78,mathematics,,,,,,
327,Robert Jackson,2011,2,14,Male,10327,4.2,8.3,0.2,6.4,7A,Scholar,7,,62-61-77,science,,,,,,
328,Patricia Jackson,2008,6,6,Female,10328,4.5,7.2,6.6,9.8,10B,Scholar,10,,90-96-92,science,,,,,,
329,Paul Johnson,2010,4,12,Male,10329,2.4,4.3,7.5,9.5,8C,Scholar,8,,66-57-97,mathematics,,,,,,
330,Kenneth Lopez,2012,10,4,Male,10330,8.3,8.8,4.3,8.2,6C,Talent,6,singing,,,,,,,,
331,Mark Hernandez,2006,2,8,Male,10331,7.7,7.9,3.6,7.5,12C,Sports,12,,,,64.6,cricket,,,,
332,Matthew Rodriguez,2009,10,22,Male,10332,0.3,7.2,1.2,7.1,9A,Sports,9,,,,82.9,cricket,,,,
333,Mark Davis,2006,6,13,Male,10333,1.1,6.7,5.2,8.1,12C,Scholar,12,,68-59-69,mathematics,,,,,,
334,Michael Williams,2009,1,6,Male,10334,5.5,3.8,7.2,9.0,9B,Talent,9,drama,,,,,,,,
335,Susan Williams,2010,10,2,Female,10335,7.0,7.1,1.5,9.6,8B,Sports,8,,,,81.8,cricket,,,,
336,Linda Johnson,2006,8,8,Female,10336,8.2,4.2,4.6,9.9,12B,Talent,12,drama,,,,,,,,
337,Elizabeth Martinez,2012,8,17,Female,10337,7.7,7.6,9.4,9.5,6C,Talent,6,singing,,,,,,,,
338,Michelle Moore,2012,8,6,Female,10338,2.4,5.6,5.8,6.5,6C,Talent,6,dance,,,,,,,,
339,Emma Rodriguez,2008,3,28,Female,10339,8.7,7.5,6.6,8.0,10C,Talent,10,singing,,,,,,,,
340,Thomas Hernandez,2007,3,27,Male,10340,3.0,6.4,2.3,9.5,11C,Sports,11,,,,60.3,cricket,,,,
341,Sarah Anderson,2009,4,5,Female,10341,2.6,8.8,5.8,6.7,9B,Talent,9,singing,,,,,,,,
342,Sarah Garcia,2009,1,7,Female,10342,1.2,6.6,7.9,9.1,9A,Sports,9,,,,74.8,chess,,,,
343,Mary Jackson,2007,3,7,Female,10343,1.1,1.9,5.8,6.9,11B,Talent,11,dance,,,,,,,,
344,Michael Jackson,2012,8,13,Male,10344,5.0,9.0,2.6,8.9,6C,Sports,6,,,,78.1,chess,,,,
345,Kenneth Rodriguez,2011,11,3,Male,10345,4.1,6.7,2.0,9.1,7A,Scholar,7,,82-85-90,mathematics,,,,,,
346,Samantha Martinez,2009,11,22,Female,10346,0.3,8.7,9.5,6.5,9C,Talent,9,dance,,,,,,,,
347,Elizabeth Brown,2006,12,5,Female,10347,5.5,1.5,5.7,6.8,12C,Sports,12,,,,58.5,chess,,,,
348,Anna Gonzalez,2012,6,23,Female,10348,2.2,1.8,3.3,6.5,6B,Scholar,6,,98-66-86,science,,,,,,
349,Samantha Wilson,2010,7,22,Female,10349,4.4,7.1,5.9,7.3,8C,Sports,8,,,,55.5,chess,,,,
350,James Jones,2012,4,17,Male,10350,4.4,3.4,6.5,9.8,6B,Talent,6,drama,,,,,,,,
351,Elizabeth Jones,2012,2,24,Female,10351,1.9,5.4,2.2,7.1,6A,Talent,6,drama,,,,,,,,
352,Jessica Lopez,2011,6,4,Female,10352,7.5,5.0,3.1,7.9,7C,Sports,7,,,,67.1,chess,,,,
353,Jennifer Anderson,2010,4,18,Female,10353,6.2,0.7,9.3,6.2,8C,Talent,8,dance,,,,,,,,
354,Kenneth Jackson,2010,10,5,Male,10354,6.8,4.1,6.9,9.6,8C,Sports,8,,,,63.1,cricket,,,,
355,Helen Brown,2007,9,5,Female,10355,4.1,6.0,5.6,9.5,11A,Scholar,11,,65-95-96,mathematics,,,,,,
356,Daniel Lopez,2008,4,27,Male,10356,7.6,3.9,8.9,8.1,10A,Talent,10,dance,,,,,,,,
357,Mary Brown,2011,6,13,Female,10357,1.5,4.7,1.6,7.6,7C,Scholar,7,,76-84-79,science,,,,,,
358,Steven Anderson,2010,8,2,Male,10358,7.5,8.2,1.9,7.0,8C,Sports,8,,,,60.6,cricket,,,,
359,Kenneth Anderson,2011,7,23,Male,10359,7.0,2.0,2.7,7.7,7B,Talent,7,drama,,,,,,,,
360,Joseph Rodriguez,2009,12,15,Male,10360,6.5,5.4,6.2,8.7,9A,Sports,9,,,,73.3,cricket,,,,
361,John Williams,2012,8,26,Male,10361,5.3,7.4,9.3,8.3,6C,Sports,6,,,,54.0,cricket,,,,
362,Laura Rodriguez,2012,3,11,Female,10362,3.7,3.0,6.7,6.3,6C,Sports,6,,,,91.2,chess,,,,
363,Joseph Taylor,2011,7,11,Male,10363,2.5,5.6,8.0,6.5,7A,Talent,7,drama,,,,,,,,
364,William Miller,2008,9,11,Male,10364,4.9,2.0,7.0,7.7,10B,Sports,10,,,,65.4,cricket,,,,
365,Kenneth Smith,2007,2,10,Male,10365,8.8,4.7,5.0,6.7,11C,Sports,11,,,,87.2,cricket,,,,
366,Elizabeth Wilson,2011,6,8,Female,10366,5.2,6.2,3.3,9.8,7C,Talent,7,dance,,,,,,,,
367,Michelle Moore,2006,3,16,Female,10367,0.3,0.8,2.7,6.2,12A,Sports,12,,,,60.6,chess,,,,
368,Mark Smith,2006,6,11,Male,10368,1.4,5.3,9.5,8.1,12C,Scholar,12,,61-89-90,science,,,,,,
369,Maria Moore,2009,12,2,Female,10369,8.9,8.1,2.4,8.7,9C,Scholar,9,,86-77-58,mathematics,,,,,,
370,Susan Smith,2006,1,20,Female,10370,2.6,7.3,4.4,9.3,12A,Scholar,12,,53-69-66,mathematics,,,,,,
371,Paul Jackson,2006,3,20,Male,10371,4.8,9.1,0.2,6.5,12A,Talent,12,drama,,,,,,,,
372,Charles Wilson,2012,3,25,Male,10372,8.3,0.6,8.8,7.6,6B,Sports,6,,,,50.4,chess,,,,
373,Linda Miller,2007,7,20,Female,10373,6.4,1.7,1.6,6.5,11A,Sports,11,,,,54.5,chess,,,,
374,Lisa Thomas,2006,9,20,Female,10374,1.9,6.9,5.3,6.3,12A,Scholar,12,,54-50-62,science,,,,,,
375,William Johnson,2012,9,24,Male,10375,0.8,6.8,1.1,8.6,6A,Scholar,6,,65-66-97,science,,,,,,
376,Laura Johnson,2009,10,9,Female,10376,3.8,8.8,2.1,8.2,9B,Talent,9,drama,,,,,,,,
377,Robert Johnson,2007,7,18,Male,10377,5.9,1.8,0.6,7.3,11A,Talent,11,drama,,,,,,,,
378,David Williams,2007,6,21,Male,10378,9.3,6.3,3.7,9.8,11C,Scholar,11,,84-94-92,science,,,,,,
379,Michelle Gonzalez,2007,10,6,Female,10379,8.1,5.4,9.4,6.0,11C,Scholar,11,,91-62-66,mathematics,,,,,,
380,Patricia Miller,2006,10,7,Female,10380,6.5,6.1,8.8,8.0,12C,Talent,12,drama,,,,,,,,
381,George Wilson,2008,2,23,Male,10381,9.1,2.7,9.5,7.5,10A,Sports,10,,,,61.2,cricket,,,,
382,Daniel Brown,2009,11,19,Male,10382,8.5,9.4,1.0,7.1,9A,Scholar,9,,72-55-61,mathematics,,,,,,
383,Maria Martin,2009,7,22,Female,10383,3.2,0.2,6.2,7.8,9B,Talent,9,drama,,,,,,,,
384,Andrew Johnson,2008,9,24,Male,10384,6.8,1.8,4.4,6.4,10A,Sports,10,,,,53.8,cricket,,,,
385,Maria Martinez,2011,7,26,Female,10385,0.2,5.4,9.4,8.5,7C,Scholar,7,,72-81-72,science,,,,,,
386,Sandra Rodriguez,2007,4,11,Female,10386,6.2,8.2,2.8,9.1,11A,Scholar,11,,71-50-76,science,,,,,,
387,Lisa Lopez,2010,2,5,Female,10387,0.4,8.3,8.4,7.4,8A,Sports,8,,,,55.4,cricket,,,,
388,James Johnson,2006,6,27,Male,10388,4.3,9.2,2.5,6.1,12B,Sports,12,,,,75.8,chess,,,,
389,Michelle Lopez,2012,3,24,Female,10389,5.7,5.0,3.8,8.3,6A,Scholar,6,,89-70-98,science,,,,,,
390,Matthew Smith,2012,3,24,Male,10390,2.9,6.7,0.3,8.0,6A,Sports,6,,,,76.1,chess,,,,
391,Emma Wilson,2007,5,20,Female,10391,2.8,6.4,4.2,9.5,11A,Scholar,11,,82-50-85,science,,,,,,
392,James Gonzalez,2008,6,25,Male,10392,3.8,8.5,0.0,8.8,10A,Talent,10,singing,,,,,,,,
393,Jennifer Jones,2006,2,27,Female,10393,6.3,4.1,0.8,6.6,12A,Scholar,12,,67-67-77,mathematics,,,,,,
394,Karen Wilson,2011,5,9,Female,10394,3.8,3.6,8.0,9.5,7C,Scholar,7,,82-97-56,science,,,,,,
395,Mary Jackson,2007,7,9,Female,10395,4.6,7.7,1.3,7.3,11A,Talent,11,singing,,,,,,,,
396,Donald Williams,2008,9,16,Male,10396,9.3,8.8,7.3,8.9,10A,Sports,10,,,,87.9,cricket,,,,
397,Linda Hernandez,2008,10,9,Female,10397,9.2,3.5,4.7,6.5,10B,Talent,10,drama,,,,,,,,
398,Steven Taylor,2010,10,20,Male,10398,7.5,4.6,3.0,7.2,8C,Scholar,8,,68-86-68,science,,,,,,
399,Steven Thomas,2012,8,14,Male,10399,6.8,1.2,9.2,8.5,6B,Talent,6,dance,,,,,,,,
400,Matthew Gonzalez,2009,8,14,Male,10400,3.8,8.1,1.2,9.9,9B,Talent,9,singing,,,,,,,,
401,Maria Jackson,2007,6,19,Female,10401,8.2,3.5,9.4,6.8,11B,Scholar,11,,59-62-93,science,,,,,,
402,Emma Thomas,2007,9,25,Female,10402,6.6,3.7,3.3,6.4,11C,Scholar,11,,93-73-59,mathematics,,,,,,
403,David Gonzalez,2012,2,17,Male,10403,2.6,5.0,7.9,9.0,6B,Talent,6,drama,,,,,,,,
404,James Garcia,2008,5,28,Male,10404,1.0,9.5,7.1,6.8,10B,Scholar,10,,61-84-65,science,,,,,,
405,Laura Jackson,2012,3,1,Female,10405,8.4,3.0,5.8,7.8,6A,Talent,6,singing,,,,,,,,
406,Michael Martin,2008,11,9,Male,10406,0.3,0.8,7.6,8.0,10B,Talent,10,drama,,,,,,,,
407,Paul Gonzalez,2007,6,19,Male,10407,2.9,7.8,7.2,7.9,11A,Scholar,11,,89-57-88,science,,,,,,
408,Donald Davis,2007,3,23,Male,10408,7.5,1.4,6.8,9.4,11B,Talent,11,dance,,,,,,,,
409,Elizabeth Rodriguez,2009,11,10,Female,10409,8.8,3.3,7.3,8.9,9B,Scholar,9,,78-93-65,mathematics,,,,,,
410,Anthony Martinez,2007,5,20,Male,10410,3.4,8.6,7.9,7.6,11C,Sports,11,,,,64.9,chess,,,,
411,Steven Davis,2008,5,12,Male,10411,7.5,3.8,0.6,7.9,10A,Talent,10,drama,,,,,,,,
412,Karen Thomas,2009,1,13,Female,10412,6.5,4.1,2.0,9.8,9A,Scholar,9,,64-57-55,mathematics,,,,,,
413,George Taylor,2006,6,13,Male,10413,6.6,9.0,5.9,7.1,12A,Scholar,12,,82-83-63,science,,,,,,
414,Maria Smith,2012,2,10,Female,10414,3.7,9.3,3.7,8.5,6A,Talent,6,singing,,,,,,,,
415,Christine Lopez,2011,2,13,Female,10415,2.5,0.3,6.7,8.5,7A,Sports,7,,,,96.6,cricket,,,,
416,Paul Moore,2007,1,6,Male,10416,8.9,7.4,3.4,9.5,11B,Sports,11,,,,55.4,cricket,,,,
417,Elizabeth Thomas,2010,1,17,Female,10417,7.0,0.0,8.0,8.7,8C,Sports,8,,,,94.9,cricket,,,,
418,Sandra Moore,2011,1,15,Female,10418,5.4,8.8,6.0,6.9,7A,Sports,7,,,,69.6,chess,,,,
419,Donald Thomas,2007,3,27,Male,10419,9.3,7.2,6.1,10.0,11A,Sports,11,,,,81.2,chess,,,,
420,Jessica Davis,2007,5,2,Female,10420,2.7,8.3,6.6,8.7,11B,Talent,11,singing,,,,,,,,
421,Barbara Williams,2009,7,20,Female,10421,3.3,3.2,0.4,7.0,9B,Talent,9,dance,,,,,,,,
422,Barbara Johnson,2010,1,18,Female,10422,7.4,4.9,5.5,7.6,8B,Talent,8,singing,,,,,,,,
423,Christine Taylor,2010,7,27,Female,10423,3.1,5.2,1.9,6.7,8B,Scholar,8,,58-63-78,mathematics,,,,,,
424,Joseph Taylor,2008,1,10,Male,10424,8.4,0.6,8.9,7.4,10B,Sports,10,,,,51.3,chess,,,,
425,Jessica Hernandez,2007,12,4,Female,10425,3.3,0.1,9.5,8.9,11A,Talent,11,drama,,,,,,,,
426,Elizabeth Jackson,2009,5,6,Female,10426,8.2,9.3,7.2,9.6,9A,Sports,9,,,,82.3,chess,,,,
427,George Wilson,2011,7,22,Male,10427,9.2,0.9,5.4,9.8,7C,Talent,7,singing,,,,,,,,
428,James Johnson,2006,9,15,Male,10428,4.7,6.6,0.7,9.6,12A,Scholar,12,,60-91-87,mathematics,,,,,,
429,Maria Martin,2011,6,8,Female,10429,3.7,2.2,0.7,7.1,7C,Scholar,7,,94-88-55,mathematics,,,,,,
430,Karen Thomas,2011,7,27,Female,10430,9.1,9.0,4.2,8.6,7B,Sports,7,,,,79.2,chess,,,,
431,Daniel Thomas,2007,8,13,Male,10431,2.5,3.5,7.5,9.7,11A,Scholar,11,,70-57-63,science,,,,,,
432,John Anderson,2010,1,16,Male,10432,2.8,2.2,5.9,8.3,8B,Talent,8,dance,,,,,,,,
433,Steven Garcia,2008,10,11,Male,10433,9.2,0.5,4.7,6.9,10C,Scholar,10,,78-84-92,mathematics,,,,,,
434,Michael Thomas,2010,3,10,Male,10434,9.1,7.6,8.0,7.0,8A,Scholar,8,,51-94-53,science,,,,,,
435,Paul Jackson,2006,11,22,Male,10435,3.1,3.4,3.6,9.9,12C,Scholar,12,,83-88-52,mathematics,,,,,,
436,Steven Gonzalez,2010,8,23,Male,10436,4.2,7.9,1.0,6.0,8C,Talent,8,dance,,,,,,,,
437,Sarah Anderson,2008,5,11,Female,10437,2.2,7.1,2.1,8.3,10B,Scholar,10,,89-72-65,science,,,,,,
438,George Lopez,2012,9,19,Male,10438,8.1,6.4,7.7,8.2,6A,Talent,6,singing,,,,,,,,
439,Susan Davis,2007,4,15,Female,10439,7.2,0.5,2.3,8.5,11A,Talent,11,dance,,,,,,,,
440,Charles Smith,2010,12,16,Male,10440,8.1,6.5,2.1,8.7,8B,Talent,8,dance,,,,,,,,
441,Samantha Martinez,2007,2,13,Female,10441,7.5,7.4,4.4,7.0,11B,Sports,11,,,,87.5,cricket,,,,
442,Karen Davis,2010,6,19,Female,10442,6.6,8.7,6.7,8.6,8C,Sports,8,,,,80.3,cricket,,,,
443,Susan Williams,2006,11,4,Female,10443,7.3,0.4,9.2,6.6,12B,Sports,12,,,,60.8,cricket,,,,
